Iteration,Train Loss,Validation Loss
0,4.53852653503418,4.522413730621338
500,2.201078176498413,2.433098793029785
1000,1.854142189025879,2.431968927383423
1500,1.4065771102905273,2.46846866607666
2000,1.0415385961532593,2.542198419570923
2500,0.736310601234436,2.703123092651367
3000,0.5076858401298523,2.9266626834869385
3500,0.3409375846385956,3.1399848461151123
